Producto,Categoria,UnidadProducto,Ingrediente,CantidadReceta,UnidadIngrediente
"MEZCALITA TIERRA BOMBA","COCKTAILS / MIX","","Zumo de corozo",45,"Ml"
"MEZCALITA TIERRA BOMBA","COCKTAILS / MIX","","Naranjas Frutas",15,"Gr"
"mezcla de pancakes","PRODUCCION COCINA","Gr","HUEVOS",10,"Und"
"mezcla de pancakes","PRODUCCION COCINA","Gr","harina de trigo",1500,"Gr"
"mezcla de pancakes","PRODUCCION COCINA","Gr","Leche deslactosada",1650,"ml"
"mezcla de pancakes","PRODUCCION COCINA","Gr","Azucar Aro",150,"Gr"
"mezcla de pancakes","PRODUCCION COCINA","Gr","Sal",10,"Gr"
"mezcla de pancakes","PRODUCCION COCINA","Gr","Esencia Vainilla Levapan",50,"ml"
"mezcla de pancakes","PRODUCCION COCINA","Gr","Ron viejo de caldas Blanco 750ml - OZ",50,"Oz"
"MICHELADA","COCKTAILS / MIX","","Zumo de limon",60,"Ml"
"MIMOSA","COCKTAILS / MIX","","Espumoso Baron Rotberg 750ml",0.12,"Unidad"
"MIMOSA","COCKTAILS / MIX","","Jugo de naranja",90,"Ml"
"MIMOSA","COCKTAILS / MIX","","Cereza marrasquino",10,"Gr"
"Mini bar - Cocacola cero","Minibar","","COCA CORA 0(CERO)",1,"Unidad"
"Mini bar - Electrolic","Minibar","","Mini bar - Electrolic",1,""
"Mini bar - Red bull","Minibar","","Mini bar - Red bull",1,""
"Mini bar - Stella","Minibar","","STELLA ARTOIS",1,""
"MINI BAR KOLA ROMAN","Minibar","","Kola Roman Botella 400ml",1,"Unidad"
"MINI BAR QUATRO","Minibar","","Quatro Botella 400ml",1,"Unidad"
"Mini bar- Cocacola","Minibar","","COCA COLA NORMAL DE 400ML",1,"Unidad"
"MINI PIZZA","MENU ATOLONTO KIDS","","masa pizza",1,"Und"
"MINI PIZZA","MENU ATOLONTO KIDS","","salsa napolitana",150,"Gr"
"MINI PIZZA","MENU ATOLONTO KIDS","","QUESO MOZARRELA BLOQUE",200,"Gr"
"MINI PIZZA","MENU ATOLONTO KIDS","","jamon colanta",60,"Gr"
"mini tabla de quesos y embutidos","COMPLEMENTOS Y ADICIONALES","","jamon serrano",100,"Gr"
"mini tabla de quesos y embutidos","COMPLEMENTOS Y ADICIONALES","","JAMON DE PAVO",100,"Gr"
"mini tabla de quesos y embutidos","COMPLEMENTOS Y ADICIONALES","","QUESO MOZARRELA BLOQUE",100,"Gr"
"mini tabla de quesos y embutidos","COMPLEMENTOS Y ADICIONALES","","BURRATA",1,"Unidad"
"mini tabla de quesos y embutidos","COMPLEMENTOS Y ADICIONALES","","PAN MASA MADRE",0.2,"Unidad"
"mini tabla de quesos y embutidos","COMPLEMENTOS Y ADICIONALES","","QUESO CHEDDAR",100,"Gr"
"MOET BRUT IMPERIAL BT","BOTELLAS","","Moet Chandon Brut 750ml",1,"Unidad"
"MOET ICE BT","BOTELLAS","","Moet Chandon Ice 750ml",1,"Unidad"
"MOJITO","COCKTAILS / MIX","","Ron Viejo de Caldas Blanco 750ml",0.08,"Unidad"
"MOJITO","COCKTAILS / MIX","","Hierba buena",10,"Gr"
"MOJITO","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"MOJITO","COCKTAILS / MIX","","Limon",15,"Gr"
"MOJITO","COCKTAILS / MIX","","Soda Bretaña 300ml",0.5,"Unidad"
"MOJITO","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"MOJITO COLOMBIANO","COCKTAILS / MIX","","Aguardiente Antioqueño Azul 750ml",0.08,"Unidad"
"MOJITO COLOMBIANO","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"MOJITO COLOMBIANO","COCKTAILS / MIX","","Soda Bretaña 300ml",0.5,"Unidad"
"MOJITO COLOMBIANO","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"MOJITO COLOMBIANO","COCKTAILS / MIX","","Hierba buena",10,"Gr"
"MOJITO COLOMBIANO","COCKTAILS / MIX","","Limon",15,"Gr"
"MOJITO GINGER","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"MOJITO GINGER","COCKTAILS / MIX","","Hierba buena",10,"Gr"
"MOJITO GINGER","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"MOJITO GINGER","COCKTAILS / MIX","","Ginger Canada Dry 300ml",0.5,"Und"
"MOJITO GINGER","COCKTAILS / MIX","","Limon",15,"Gr"
"MONDONGO","COMEDOR STAFF","","Sal",10,"Gr"
"MONDONGO","COMEDOR STAFF","","MONDONGO",1,"Kg"
"MONDONGO","COMEDOR STAFF","","Tomate",100,"Gr"
"MONDONGO","COMEDOR STAFF","","Cebolla blanca",100,"Gr"
"MONDONGO","COMEDOR STAFF","","MAGGI",1,"Und"
"MONDONGO","COMEDOR STAFF","","Agua",1000,"Ml"
"MONDONGO","COMEDOR STAFF","","Pimenton rojo",100,"Gr"
"MONDONGO","COMEDOR STAFF","","Pimenton verde",100,"Gr"
"MONKEY 47","BOTELLAS","","Ginebra Monkey 47 - 500ml",1,"Unidad"
"MONKEY 47 shots","VODKA / GIN","","Ginebra Monkey 47 - 500ml",0.12,"Unidad"
"MONKEY SHOLDER BT","BOTELLAS","","Monkey Shoulder 700ml",1,"Unidad"
"MONKEY SHOLDER SHOT","WHISKY / BOURBON","","Monkey Shoulder 700ml",0.0857,"Unidad"
"MOSCOW MULE","COCKTAILS / MIX","","Vodka Smirnoff Red 700ml",0.0857,"Unidad"
"MOSCOW MULE","COCKTAILS / MIX","","Ginger Canada Dry 300ml",0.5,"Und"
"MOSCOW MULE","COCKTAILS / MIX","","Zumo de limon",15,"Ml"
"MOSCOW MULE","COCKTAILS / MIX","","Syrup de gengibre",1,"Oz"
"MOSCOW MULE","COCKTAILS / MIX","","Limon",15,"Gr"
"MOSCOW MULE","COCKTAILS / MIX","","Hierba buena",10,"Gr"
"MUGA RIOJA  COPA  VINO ROSE","VINOS / ESPUMOSOS","","MUGA RIOJA VINO ROSSE",0.2,"Und"
"MUGA RIOJA VINO ROSE   BT","BOTELLAS","","Vino Rosado Muga",1,"Und"
"NEGRONI","COCKTAILS / MIX","","Ginebra Gordons 700ml",0.04285,"Unidad"
"NEGRONI","COCKTAILS / MIX","","Campari 750ml",0.04,"Unidad"
"NEGRONI","COCKTAILS / MIX","","Bermut Martini Rosso 750ml",0.04,"Unidad"
"NEGRONI","COCKTAILS / MIX","","Naranjas Frutas",15,"Gr"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","Papa",100,"Gr"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","harina de trigo",20,"Gr"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","HUEVOS",0.5,"Und"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","Sal",1,"Gr"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","Queso parmesano bloque",15,"Gr"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","Aceite de oliva",3,"Ml"
"ÑOQUIS DE PAPA","PRODUCCION COCINA","Und","Agua",200,"Ml"
"ojo de bife","PRODUCCION COCINA","Und","OJO DE BIFE",320,"Gr"
"OLD FASHION","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"OLD FASHION","COCKTAILS / MIX","","Bulleit Bourbon 750ml",0.08,"Unidad"
"OLD FASHION","COCKTAILS / MIX","","Soda Bretaña 300ml",0.1,"Unidad"
"OLD PARR 12 AÑOS BT","BOTELLAS","","Old Parr 12 - 750ml",1,"Unidad"
"OLD PARR 12 AÑOS SHOT","WHISKY / BOURBON","","Old Parr 12 - 750ml",0.08,"Unidad"
"OLD PARR 18 AÑOS BT","BOTELLAS","","OLD PARR 18 750ML",1,"Und"
"OLD PARR 18 AÑOS SHOT","WHISKY / BOURBON","","OLD PARR 18 750ML",0.08,"Und"
"OLMECA PLATA BT","BOTELLAS","","OLMECA PLATA 700ML",1,"Unidad"
"OLMECA PLATA SHOT","TEQUILA / MEZCAL","","OLMECA PLATA 700ML",0.0857,"Unidad"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","HUEVOS",3,"Und"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","Pan tajado",0.2,"Unidad"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","jamon colanta",15,"Gr"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","QUESO MOZARRELA BLOQUE",15,"Gr"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","Pimenton rojo",10,"Gr"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","Zanahoria",10,"Gr"
"OMELET ATOLON","DESAYUNOS INCLUIDOS","","Cebolla blanca",10,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","HUEVOS",3,"Und"
"OMELET ATOLON","MENU - DESAYUNOS","","PAPAS EN CASCOS",100,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","Tomate",60,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","Zanahoria",10,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","Cebolla blanca",10,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","Pimenton rojo",10,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","Pimenton verde",10,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","MANTEQUILLA PORCION",1,"Und"
"OMELET ATOLON","MENU - DESAYUNOS","","jamon colanta",15,"Gr"
"OMELET ATOLON","MENU - DESAYUNOS","","QUESO MOZARRELA BLOQUE",15,"Gr"
"PALOMA","COCKTAILS / MIX","","Jose Cuervo Reposado 750ml",0.8,"Unidad"
"PALOMA","COCKTAILS / MIX","","Syrup Simple",0.5,"Oz"
"PALOMA","COCKTAILS / MIX","","Limon",15,"Gr"
"PAN PITA","PRODUCCION COCINA","Und","harina de trigo",50,"Gr"
"PAN PITA","PRODUCCION COCINA","Und","Sal",1,"Gr"
"PAN PITA","PRODUCCION COCINA","Und","Azucar Aro",1,"Gr"
"PAN PITA","PRODUCCION COCINA","Und","levadura",1.5,"Gr"
"PAN PITA","PRODUCCION COCINA","Und","Aceite de oliva",2,"Ml"
"PAN PITA","PRODUCCION COCINA","Und","Agua",200,"Ml"
"PAN PITA","COMPLEMENTOS Y ADICIONALES","","masa pizza",0.5,"Und"
"PANCAKES","DESAYUNOS BUFFET","","Huevos",2,"Und"
"PANCAKES","DESAYUNOS BUFFET","","Leche deslactosada",900,"ml"
"PANCAKES","DESAYUNOS BUFFET","","premezcla pancakes aunt jemima",33,"Gr"
"PANCAKES DE NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","premezcla pancakes aunt jemima",300,"Gr"
"PANCAKES DE NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Huevos",1,"Und"
"PANCAKES DE NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Leche entera",150,"Ml"
"PANCAKES DE NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","CREMA DE AVELLANA",60,"Gr"
"PANCAKES DE NUTELLA VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","AZUCAR MICRO",5,"Gr"
"PANCAKES NUTELLA","POSTRES","","premezcla pancakes aunt jemima",300,"Gr"
"PANCAKES NUTELLA","POSTRES","","HUEVOS",1,"Und"
"PANCAKES NUTELLA","POSTRES","","leche entera",100,"Ml"
"PANCAKES NUTELLA","POSTRES","","CREMA DE AVELLANA",60,"Gr"
"PANCAKES NUTELLA","POSTRES","","AZUCAR MICRO",5,"Gr"
"Panelita Copeli","Minibar","","Panelita Copeli",1,""
"PAPA COCIDA","COMEDOR STAFF","Kg","Papa",1000,"Gr"
"PAPA COCIDA","COMEDOR STAFF","Kg","Agua",1000,"Ml"
"PAPA COCIDA","COMEDOR STAFF","Kg","Sal",10,"Gr"
"PASTA ESPAGUETI CON POLLO + BEBIDA","MENÚ STAFF","","bebidas hidratantes",1,"Unidad"
"PASTA ESPAGUETI CON POLLO + BEBIDA","MENÚ STAFF","","COCA COLA NORMAL DE 400ML",1,"Unidad"
"PASTA ESPAGUETI CON POLLO + BEBIDA","MENÚ STAFF","","Agua Manantial 500ml",1,"Unidad"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","harina de trigo",600,"Gr"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","Agua",400,"Ml"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","Sal",5,"Gr"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","Pimienta Badia",2,"Gr"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","Paprika Badia",5,"Gr"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","Bicarbonato Aro",1,"Gr"
"PASTA TEMPURA","PRODUCCION COCINA","Kg","Huevos",2,"Und"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","CAMARON",200,"Gr"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","Pasta Penne",120,"Gr"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","salsa napolitana",250,"Gr"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","PAN MASA MADRE",0.2,"Unidad"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","Mantequilla",50,"Gr"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","Cebolla blanca",50,"Gr"
"PASTAS CON CAMARRONES","PLATOS PRINCIPALES","","Ajo",10,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","pechuga de pollo",300,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","Pasta Penne",150,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","PAN MASA MADRE",0.3,"Unidad"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","Mantequilla",50,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","Cebolla blanca",30,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","Ajo",10,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","Queso parmesano bloque",30,"Gr"
"PASTAS CON POLLO","PLATOS PRINCIPALES","","salsa napolitana",100,"Gr"
"PATACONES","PRODUCCION COCINA","Und","platanos",0.5,"Und"
"PATACONES","PRODUCCION COCINA","Und","Aceite Vegetal",50,"ml"
"PATACONES PERSONAL","COMEDOR STAFF","","platanos",1,"Und"
"PATRON AÑEJO BT","BOTELLAS","","PATRON AÑEJO BT",1,"Unidad"
"PATRON AÑEJO SHOT","TEQUILA / MEZCAL","","PATRON AÑEJO BT",0.0857,"Unidad"
"PATRON BT","BOTELLAS","","PATRON",1,"Unidad"
"PATRON CRISTALINO BT","BOTELLAS","","Patron Cristalino 700ml",1,"Unidad"
"PATRÓN CRISTALINO SHOT","TEQUILA / MEZCAL","","Patron Cristalino 700ml",0.857,"Unidad"
"PATRON REPOSADO BT","BOTELLAS","","PATRON REPOSADO BT",1,"Unidad"
"PATRON REPOSADO SHOT","TEQUILA / MEZCAL","","PATRON REPOSADO BT",0.0857,"Unidad"
"PATRON SHOT","TEQUILA / MEZCAL","","PATRON",0.0857,"Unidad"
"PECHUGA DE POLLO","PRODUCCION COCINA","Und","pechuga de pollo",300,"Gr"
"Pechuga de Pollo a la Parrilla  | Grilled Chicken Breast","MENU ATOLONTO KIDS","","pechuga de pollo",300,"Gr"
"Pechuga de Pollo a la Parrilla  | Grilled Chicken Breast","MENU ATOLONTO KIDS","","papas francesas",200,"Gr"
"PECHUGA DE POLLO A LA PARRILLA CON ARROZ + BEBIDA","MENÚ STAFF","","bebidas hidratantes",1,"Unidad"
"PECHUGA DE POLLO A LA PARRILLA CON ARROZ + BEBIDA","MENÚ STAFF","","COCA COLA NORMAL DE 400ML",1,"Unidad"
"PECHUGA DE POLLO A LA PARRILLA CON ARROZ + BEBIDA","MENÚ STAFF","","Agua Manantial 500ml",1,"Unidad"
"PENICILLIN","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"PENICILLIN","COCKTAILS / MIX","","Johnnie Walker Red Label 700ml",0.0857,"Unidad"
"PENICILLIN","COCKTAILS / MIX","","Syrup de gengibre",1,"Oz"
"PERROS CALIENTES","PRODUCCION COCINA","Und","SALCHICHAS",1,"Und"
"PERROS CALIENTES","PRODUCCION COCINA","Und","PAN MOGOLLA",1,"Und"
"PERROS CALIENTES","PRODUCCION COCINA","Und","QUESO MOZARRELA BLOQUE",15,"Gr"
"PERROS CALIENTES","PRODUCCION COCINA","Und","Salsa de tomate",15,"Gr"
"PERROS CALIENTES","PRODUCCION COCINA","Und","Mayonesa Fruco",15,"Gr"
"PERROS CALIENTES","PRODUCCION COCINA","Und","Mostaza",15,"Gr"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","sierra en posta",1,"Und"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","ARROZ DE COCO",1,"Und"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","ENSALADAS ENSALADA FRESCA",1,"Und"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","Mantequilla",50,"Gr"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","Ajo",10,"Gr"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","Paprika Badia",1,"Gr"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","LECHE DE COCO",50,"Ml"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","Tomate",50,"Gr"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","Cebolla blanca",50,"Gr"
"PESCADO EN POSTA EN SALSA CRIOLLA","PLATOS PRINCIPALES","","platanos",0.5,"Und"
"PESCADO EN POSTA FRITO","PLATOS PRINCIPALES","","sierra en posta",400,"Und"
"PESCADO EN POSTA FRITO","PLATOS PRINCIPALES","","ARROZ DE COCO",1,"Und"
"PESCADO EN POSTA FRITO","PLATOS PRINCIPALES","","ENSALADAS ENSALADA FRESCA",1,"Und"
"PESCADO EN POSTA FRITO","PLATOS PRINCIPALES","","Limon",30,"Gr"
"PESCADO EN POSTA FRITO","PLATOS PRINCIPALES","","Aceite Vegetal",100,"ml"
"PESCADO EN POSTA FRITO","PLATOS PRINCIPALES","","platanos",0.5,"Und"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","Mojarra roja",1,"Und"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","ENSALADAS ENSALADA FRESCA",1,"Und"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","ARROZ DE COCO",1,"Und"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","Tomate",100,"Gr"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","Cebolla blanca",100,"Gr"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","LECHE DE COCO",150,"Ml"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","Ajo",10,"Gr"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","Limon",30,"Gr"
"PESCADO EN SALSA CRIOLLA MOJARRA","PLATOS PRINCIPALES","","platanos",0.5,"Und"
"Pescado frito","MENU FULL YATE","","ARROZ DE COCO",1,"Und"
"Pescado frito","MENU FULL YATE","","Mojarra roja",1,"Und"
"Pescado frito","MENU FULL YATE","","Lechuga Crespa Verde",30,"Gr"
"Pescado frito","MENU FULL YATE","","Tomate",30,"Gr"
"Pescado frito","MENU FULL YATE","","Cebolla blanca",20,"Gr"
"Pescado frito","MENU FULL YATE","","Sal",2,"Gr"
"Pescado frito","MENU FULL YATE","","Pimienta Badia",0.2,"Gr"
"Pescado frito","MENU FULL YATE","","Aceite Vegetal",250,"ml"
"Pescado frito","MENU FULL YATE","","PATACON POCHOCHO",1,"Und"
"Pescado frito","MENU FULL YATE","","sierra en posta",1,"Und"
"PESCADO FRITO","PLATOS PRINCIPALES","","Mojarra roja",1,"Und"
"PESCADO FRITO","PLATOS PRINCIPALES","","ARROZ DE COCO",1,"Und"
"PESCADO FRITO","PLATOS PRINCIPALES","","ENSALADAS ENSALADA FRESCA",1,"Und"
"PESCADO FRITO","PLATOS PRINCIPALES","","Limon",50,"Gr"
"PESCADO FRITO","PLATOS PRINCIPALES","","Pepino Cohombro",50,"Gr"
"PESCADO FRITO","PLATOS PRINCIPALES","","Tomate",50,"Gr"
"PESCADO FRITO","PLATOS PRINCIPALES","","Vinagre balsamico",50,"Ml"
"PESCADO FRITO","PLATOS PRINCIPALES","","Cebolla blanca",50,"Gr"
"PESCADO FRITO","PLATOS PRINCIPALES","","platanos",0.5,"Und"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","ARROZ DE COCO",1,"Und"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","PARGO ROJO",1,"Und"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","ENSALADAS ENSALADA FRESCA",1,"Und"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","Aceite de oliva",10,"Ml"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","Limon",30,"Gr"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","Sal",2,"Gr"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","Aceite Vegetal",150,"ml"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","Tomate",100,"Gr"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","Cebolla blanca",100,"Gr"
"PESCADO PARGO FRITO","PLATOS PRINCIPALES","","platanos",0.5,"Und"
"PESCADO PERSONAL","PRODUCCION COCINA","","Aceite Vegetal",50,"ml"
"PESCADO PERSONAL","PRODUCCION COCINA","","Sal",2,"Gr"
"PESCADO PERSONAL","PRODUCCION COCINA","","PESCADO PERSONAL",1,"Kg"
"pico de gallo","PRODUCCION COCINA","Gr","Tomate",500,"Gr"
"pico de gallo","PRODUCCION COCINA","Gr","Cebolla roja",500,"Gr"
"pico de gallo","PRODUCCION COCINA","Gr","Limon",500,"Gr"
"pico de gallo","PRODUCCION COCINA","Gr","Cilantro",200,"Gr"
"pico de gallo","PRODUCCION COCINA","Gr","Sal",5,"Gr"
"pico de gallo","PRODUCCION COCINA","Gr","Pimienta Badia",2,"Gr"
"Pie de limon","PRODUCCION COCINA","Und","Limon",300,"Gr"
"Pie de limon","PRODUCCION COCINA","Und","GALLETAS DUCALES (TACO)",0.5,"Und"
"Pie de limon","PRODUCCION COCINA","Und","Leche condensada",50,"Gr"
"Pie de limon","PRODUCCION COCINA","Und","Crema de leche",50,"ml"
"Pie de limon","PRODUCCION COCINA","Und","GELATINA SIN SABOR",5,"Gr"
"PIE DE LIMON","POSTRES","","Crema de leche",100,"ml"
"PIE DE LIMON","POSTRES","","GALLETAS DUCALES (TACO)",0.5,"Und"
"PIE DE LIMON","POSTRES","","Leche condensada",100,"Gr"
"PIE DE LIMON","POSTRES","","Limon",300,"Gr"
"PIE DE LIMON","POSTRES","","GELATINA SIN SABOR",30,"Gr"
"Pie de Limón | Lemon Pie","MENU ATOLONTO KIDS","","Pie de limon",1,"Und"
"PIE DE LIMON VIP EXCLUSIVE","VIP EXCLUSIVE MENU","","Pie de limon",1,"Und"
"PIE DE LIMON VIP PASS PASADIA","VIP PASS MENU","","GALLETAS DUCALES (TACO)",0.5,"Und"
"PIE DE LIMON VIP PASS PASADIA","VIP PASS MENU","","Crema de leche",35,"ml"
"PIE DE LIMON VIP PASS PASADIA","VIP PASS MENU","","Limon",20,"Gr"
"PIE DE LIMON VIP PASS PASADIA","VIP PASS MENU","","Leche condensada",35,"Gr"
"PIE DE LIMON VIP PASS PASADIA","VIP PASS MENU","","GELATINA SIN SABOR",2,"Gr"
"PIÑACOLADA","COCKTAILS / MIX","","Crema de coco",60,"Ml"
"PIÑACOLADA","COCKTAILS / MIX","","Ron Viejo de Caldas Tradicional 750ml",0.08,"Unidad"
"PIÑACOLADA","COCKTAILS / MIX","","Piña",60,"Gr"
"PIÑACOLADA","COCKTAILS / MIX","","Cereza marrasquino",5,"Gr"
"PIÑACOLADA","COCKTAILS / MIX","","Leche deslactosada",60,"ml"
"PIÑACOLADA","COCKTAILS / MIX","","Leche condensada",30,"Gr"
"PIÑACOLADA S/A","COCKTAILS / MIX","","Piña",60,"Gr"
"PIÑACOLADA S/A","COCKTAILS / MIX","","Leche condensada",30,"Gr"
"PIÑACOLADA S/A","COCKTAILS / MIX","","Leche deslactosada",120,"ml"
"PIÑACOLADA S/A","COCKTAILS / MIX","","Cereza marrasquino",5,"Gr"
"PIÑACOLADA S/A","COCKTAILS / MIX","","Crema de coco",60,"Ml"
"PISCO SHOT","SPIRITS & COGNACS","","PISCO VIÑA DE ORO 750 ML",0.8,"Und"
"PISCO SOUR","COCKTAILS / MIX","","Syrup Simple",1,"Oz"
"PISCO SOUR","COCKTAILS / MIX","","Zumo de limon",30,"Ml"
"PISCO SOUR","COCKTAILS / MIX","","Huevos",1,"Und"
"PISCO SOUR","COCKTAILS / MIX","","PISCO VIÑA DE ORO 750 ML",0.08,"Und"
"Pistacho","Minibar","","Pistacho",1,""
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","masa pizza",1,"Und"
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","salsa napolitana",150,"Gr"
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","jamon serrano",50,"Gr"
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","SALSA PESTO",0.05,"Kg"
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","queso crema",30,"Gr"
"PIZZA ATOLON VIP EXCLUSIVE PASADIA","VIP EXCLUSIVE MENU","","TOMATES  DESIDRATADOS",0.02,"Kg"
"PIZZA MARGARITA","PIZZAS Y TACOS","","masa pizza",1,"Und"
"PIZZA MARGARITA","PIZZAS Y TACOS","","salsa napolitana",150,"Gr"
"PIZZA MARGARITA","PIZZAS Y TACOS","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA MARGARITA","PIZZAS Y TACOS","","Tomate",120,"Gr"
"PIZZA MARGARITA","PIZZAS Y TACOS","","ALBAHACA",2,"Gr"
"PIZZA MARGARITA","PIZZAS Y TACOS","","ACEITE DE AJO Y PEREJIL",5,"Ml"
"PIZZA MARGARITA VIP EXCLISIVE PASADIA","VIP EXCLUSIVE MENU","","masa pizza",1,"Und"
"PIZZA MARGARITA VIP EXCLISIVE PASADIA","VIP EXCLUSIVE MENU","","QUESO MOZARRELA BLOQUE",200,"Gr"
"PIZZA MARGARITA VIP EXCLISIVE PASADIA","VIP EXCLUSIVE MENU","","salsa napolitana",150,"Gr"
"PIZZA MARGARITA VIP EXCLISIVE PASADIA","VIP EXCLUSIVE MENU","","Tomate",100,"Gr"
"PIZZA MARGARITA VIP EXCLISIVE PASADIA","VIP EXCLUSIVE MENU","","ALBAHACA",5,"Gr"
"PIZZA MARGARITA VIP EXCLISIVE PASADIA","VIP EXCLUSIVE MENU","","ACEITE DE AJO Y PEREJIL",5,"Ml"
"PIZZA MARGARITA VIP PASS PASADIA","VIP PASS MENU","","ACEITE DE AJO Y PEREJIL",5,"Ml"
"PIZZA MARGARITA VIP PASS PASADIA","VIP PASS MENU","","masa pizza",1,"Und"
